07thlogo,ca3d3c6db3463cb324c176635b3c918ba1b3106e48b740845c28d1b57fc35928,d0173fe08b1af2a5,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\07thlogo.png
2,5c9298e9bbdb4ba0adb9cd604f8ebc513a550af7b4d41f0f3e3045da1a811e65,f012f7458e452b37,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\2.png
4,0dab2e667cd613cd9cc3772f9136ec8486567ded6464824ea2e1f2e48fadfa02,c8df004a1b5b5b5b,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\4.png
5,e73af60d2c975a7000aa14173b9664c1bfc389901a9418a9d8b0f91a104decb2,9d7555e00af10ef1,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\5.png
aa,6b25119cb01a566831d3ea6c8c22b1f80ab76559a0b5361f348c539e8c4f0a36,aa55aa56a55aa55a,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\aa.png
aka1,51b66b80773a92356bd43536894e5209f8cbd3185c9c6bcb16f29b0cc809767e,f2422d4dba4977c8,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\aka1.png
bg_001,9ae47d0b1a69778c83fcc9d606b096f0eae1fe1ef9b7a4e39de8a261a1c37c90,8fd0f58b35908f34,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_001.png
bg_002,d33d05d06e0830eb34f48561804a504aceff62e5d3c04dee809b0d6bbc6c53ef,e2f1ad2da34c990b,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_002.png
bg_003,f3d0057e70c8edf2ef6881ea144349d2b68a98cfc4b6ddb748e3f3bfee18d0a6,f6d4c0b78f008b9e,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_003.png
bg_003_gr,0e8a7fe5ae5a8cb23265a6e18abb9b75a61a88479cd26800e94861b842e023e8,f6d4c0b78f008b9e,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_003_gr.png
bg_003_re,3c81ed5deb281a81a2120e23cec83f7ceebda5d34491344c16f754081bdf2f12,f6d4c0b78f008b9e,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_003_re.png
bg_004,1eb0bb13add8fabe4db7388e35926e24fc60718687621ba40ad8ee236c52d3b6,819ec1c4486de7f6,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_004.png
bg_005,336a68f033db0b1177c054e37972d66d58623746f7377d65f52669160719eff7,c3ddc1931c99b1f0,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_005.png
bg_006,1e3420d48608553468161dcabed89742448e5c4ba825acc2c02ee67438d080b6,c03fc6289ec53bc6,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_006.png
bg_007,5f513a083d189a60ef750ac0d2d8d28cae165e107a6b7bbb46fbba7f308b2ce3,83e55a5e65352b0b,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_007.png
bg_009,3754586ff78484c9174805699d88cfaffd8c2afaf95192c33ab9398fc00f7023,92a59c33393b9cca,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_009.png
bg_010,fd06e038cba32f4ee075b436a659126b16ccfab1e7c415ab2a7a9d23ae5000d1,ffe4a71426741686,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_010.png
bg_011,706400f5a382bd68002322a60c626cb0ef2fe26b6c22be183092d00fb7bf1a76,c54984ad95f3ece0,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_011.png
bg_012,a476dbd26cb94bd42e2b37fea3dc0b7da2d626caaf0c4f65647de5120d6d4b15,8a43bd7f906ad126,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_012.png
bg_014,da86ac81da398089aff584b58e943be76e14d97825f82790b2df716de15012a7,d63f6bb193203c4a,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_014.png
bg_015,1ccb464bb6530050b0d8ccf72e19a93b7bf631446567c5a4472228de08558ceb,aacace8c41b79655,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_015.png
bg_016,32a88ce113582903634e8071482ebcae8df5f5d606dbba3d142547ff984a5331,b66a72b3c88474b5,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_016.png
bg_017,a77834945da9fbd779629ed750f7866b46650fcdbf78f11c6730d01c86c5709a,d2d3f08692b39c1d,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_017.png
bg_019,cf6b70eca6979031ebd99d6b2562e1f2d300d25bd3c7f473bc172a0cec315694,8c31494fb9c79d31,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_019.png
bg_020,338e7931a42323022deaf5c987c66b7f4647a586007c13125a779c0b521a31e7,bf9c61e01967d02d,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_020.png
bg_021,cc0ad3a52c538d15eea986e6056459eef360315a6df2018395f47928bdc5ef12,bf9d61e40967902d,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_021.png
bg_022,9ae501548e60e29c3e24a47543ec0a2a57bd2d9a79275d016d8d4c2dfe95f161,afc8651e1967982d,C:\temp\higu_backgrounds_imageComparer\external\ryukishi\ep1\CG\bg_022.png
