ps3 sprite file, ps3 image, ryukishi best match, count of best match, confidence,all matches,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
_mats_025.txt,res1,re1,33,53%,33:re1,12:re6,10:re3,6:re5,1:bg0,,,,,,,,,,,
wata_005.txt,res1_01,re1,2,67%,2:re1,1:re3,,,,,,,,,,,,,,
_mina_013.txt,res2,re2,9,56%,9:re2,3:re6,2:re3,1:re4,1:re1,,,,,,,,,,,
_mina_013.txt,res4,re4,20,80%,20:re4,4:re6,1:re3,,,,,,,,,,,,,
wata_002.txt,res4_01,re4,2,100%,2:re4,,,,,,,,,,,,,,,
_mina_013.txt,res5,re5,37,45%,37:re5,20:re3,18:re6,4:re1,2:re4,1:re2,1:re_s1_resut,,,,,,,,,
wata_002.txt,res5_01,re5,2,100%,2:re5,,,,,,,,,,,,,,,
_mats_025.txt,res_s1,re_s1_resut,7,50%,7:re_s1_resut,5:re_s2_resut,1:bg_168,1:re_d1,,,,,,,,,,,,
wata_005.txt,res_s1_01,re_s2_resut,1,50%,1:re_s2_resut,1:mati6,,,,,,,,,,,,,,
_kakera38.txt,rouka1,rouka1,8,100%,8:rouka1,,,,,,,,,,,,,,,
_tsum_023_1.txt,rouka1_01,rouka2,3,60%,3:rouka2,1:ima3,1:ryouteig,,,,,,,,,,,,,
_meak_017.txt,rouka1_02,rouka3,1,100%,1:rouka3,,,,,,,,,,,,,,,
_tsum_023_1.txt,ryoutei2_01,ryoutei2,7,33%,7:ryoutei2,6:ima1,5:ryoutei1,3:ima2,,,,,,,,,,,,
_mats_002.txt,ryuuketu1,ryuuketu1,54,93%,54:ryuuketu1,1:ji2_mono1,1:jsa2_mono1,1:white_mono1,1:white_mono1_6,,,,,,,,,,,
_mina_006.txt,saiguden_01,jsa3,5,42%,5:jsa3,4:jsa4,2:jsa5,1:jsa8,,,,,,,,,,,,
wata_012_03.txt,saiguden_02,jsa3,5,83%,5:jsa3,1:jsa5,,,,,,,,,,,,,,
_tsum_007.txt,saten1,saten1,3,50%,3:saten1,2:saten3,1:saten2,,,,,,,,,,,,,
_tsum_007.txt,saten2,saten2,3,75%,3:saten2,1:saten3,,,,,,,,,,,,,,
flow.txt,scenario/background,NO_MATCH,0,0%,,,,,,,,,,,,,,,,
_tsum_019.txt,si_g1,si_h1,7,54%,7:si_h1,3:si_g1,2:si_h3,1:si_h4,,,,,,,,,,,,
_mats_020.txt,si_h2,si_h2,15,62%,15:si_h2,4:si_h1,3:si_h3,1:si_h6,1:si_h4,,,,,,,,,,,
_mats_019.txt,si_h2_01,si_h2,13,81%,13:si_h2,1:sinario_a,1:si_h3,1:re_h3,,,,,,,,,,,,
_meak_ep_02.txt,si_h3,si_h3,5,83%,5:si_h3,1:si_h2,,,,,,,,,,,,,,
_mats_002.txt,si_h6,si_h6,4,80%,4:si_h6,1:si_h2,,,,,,,,,,,,,,
_kakera17.txt,si_mansion,si_g2,2,100%,2:si_g2,,,,,,,,,,,,,,,
_tsum_tips_014.txt,simen3,simen2,16,52%,16:simen2,10:simen1,3:bg_183,2:bg_182,,,,,,,,,,,,
_mats_025.txt,sinryou_matiai1,sinryo_matiai1,20,74%,20:sinryo_matiai1,7:sinryo_matiai2,,,,,,,,,,,,,,
hima_003_05.txt,sinryou_matiai1_01,sinryo_matiai1,1,100%,1:sinryo_matiai1,,,,,,,,,,,,,,,
_mats_022.txt,sinryou_sinsatu1,sinryo_sinsatu1,32,74%,32:sinryo_sinsatu1,6:sinryo_sinsatu2,3:sinryo_sinsatu3,2:yo1,,,,,,,,,,,,
hima_003_04.txt,sinryou_sinsatu1_02,sinryo_sinsatu1,7,100%,7:sinryo_sinsatu1,,,,,,,,,,,,,,,
_mats_022.txt,sinryou_sinsatu2,sinryo_sinsatu2,9,90%,9:sinryo_sinsatu2,1:sinryo_sinsatu1,,,,,,,,,,,,,,
_mats_020.txt,sinryou_sinsatu3,sinryo_sinsatu3,6,50%,6:sinryo_sinsatu3,4:sinryo_sinsatu2,2:sinryo_sinsatu1,,,,,,,,,,,,,
_mats_022.txt,sinryou_sinsatu3_01,NO_MATCH,0,0%,,,,,,,,,,,,,,,,
_mats_013.txt,sinryou_sinsatu4,sinryo_sinsatu4,12,75%,12:sinryo_sinsatu4,2:ke6,1:mati12,1:sinryo_soto5,,,,,,,,,,,,
_mats_025.txt,sinryou_soto1,sinryo_soto2,12,50%,12:sinryo_soto2,11:sinryo_soto1,1:sinryo_soto4,,,,,,,,,,,,,
_mina_009_2.txt,sinryou_soto1_01,sinryo_soto1,2,100%,2:sinryo_soto1,,,,,,,,,,,,,,,
_mats_025.txt,sinryou_soto1_02,sinryo_soto1,1,50%,1:sinryo_soto1,1:sinryo_soto2,,,,,,,,,,,,,,
_mats_022.txt,sinryou_soto3,sinryo_soto2,3,38%,3:sinryo_soto2,2:sinryo_soto4,1:sinryo_soto5,1:bg_190,1:sinryo_soto3,,,,,,,,,,,
_mina_009_2.txt,sinryou_soto3_01,sinryo_soto3,1,100%,1:sinryo_soto3,,,,,,,,,,,,,,,
_mats_021.txt,so1,so1,9,100%,9:so1,,,,,,,,,,,,,,,
_mats_018.txt,so1_02,so1,3,100%,3:so1,,,,,,,,,,,,,,,
_mats_021.txt,so2,so2,14,70%,14:so2,3:so3,2:mo5,1:heya3,,,,,,,,,,,,
tata_009_02.txt,so2_01,NO_MATCH,0,0%,,,,,,,,,,,,,,,,
_mats_021.txt,so3,so3,10,56%,10:so3,4:so2,2:mo5,1:bg_218,1:m_hi2,,,,,,,,,,,
_mina_018.txt,so5,so5,4,57%,4:so5,2:so6,1:so2,,,,,,,,,,,,,
_meak_012.txt,so6,so3,1,100%,1:so3,,,,,,,,,,,,,,,
_mats_021.txt,so_chikafuroa,jsa6,16,37%,16:jsa6,11:jsa4,10:jsa3,5:jsa5,1:jsa2,,,,,,,,,,,
_mats_021.txt,so_chikaido1,jsa7,3,100%,3:jsa7,,,,,,,,,,,,,,,
_mats_021.txt,so_chikasaishinbu,jsa9,10,83%,10:jsa9,2:jsa7,,,,,,,,,,,,,,
_mina_op.txt,so_d1,so_d1,7,100%,7:so_d1,,,,,,,,,,,,,,,
_meak_021_2.txt,so_d1_01,so_d1,7,88%,7:so_d1,1:js3,,,,,,,,,,,,,,
_kakera38.txt,so_g1,so_g1,14,100%,14:so_g1,,,,,,,,,,,,,,,
_mats_021.txt,so_k1,so_k1,5,56%,5:so_k1,2:jsa5,1:jsa2,1:jsa4,,,,,,,,,,,,
_mats_025.txt,sora,sora,119,59%,119:sora,41:sora3,12:sora4,10:sora2,4:sora6,3:sora5,2:sya1,2:m_hi5,1:oki_g3,1:oki_g2,1:m_hi7,1:m_hi3,1:kouen,1:m_hi6,1:m_hi13,1:mati1
_mats_025.txt,sora2,sora2,44,62%,44:sora2,9:sora,5:sora6,4:sora4,2:sora3,1:m_hi1,1:ie2,1:hi4,1:m_hi12,1:gy1,1:sora5,1:hi6,,,,
_mats_024.txt,sora5,sora3,16,46%,16:sora3,12:sora5,4:sora,1:ma_d1,1:sora2,1:sora4,,,,,,,,,,
_mats_018.txt,sora6,sora6,10,77%,10:sora6,1:sora2,1:kuruma2,1:hi10,,,,,,,,,,,,
_mats_025.txt,sora_01,gy7,2,40%,2:gy7,1:ma1,1:sora6,1:je3,,,,,,,,,,,,
_mats_022.txt,susuki,kusa,8,100%,8:kusa,,,,,,,,,,,,,,,
hima_003_04.txt,ta1,bg_214,2,100%,2:bg_214,,,,,,,,,,,,,,,
_mina_009_2.txt,ta2,ta2_mura,2,50%,2:ta2_mura,1:hi4,1:hi7,,,,,,,,,,,,,
_kakera40.txt,ta3_01,ta2_mura,2,100%,2:ta2_mura,,,,,,,,,,,,,,,
_mats_006.txt,ta_tel_02,NO_MATCH,0,0%,,,,,,,,,,,,,,,,
onik_015_03.txt,tegami1,bg_219,1,100%,1:bg_219,,,,,,,,,,,,,,,
onik_015_03.txt,tegami2,bg_220,1,100%,1:bg_220,,,,,,,,,,,,,,,
onik_015_03.txt,tegami3,bg_221,1,100%,1:bg_221,,,,,,,,,,,,,,,
_meak_005.txt,tennai1,tennai1,8,89%,8:tennai1,1:sora,,,,,,,,,,,,,,
_meak_005.txt,tirasi1,tirasi1,1,100%,1:tirasi1,,,,,,,,,,,,,,,
_kakera51.txt,tk_dojo,jimu1,2,67%,2:jimu1,1:jimu2,,,,,,,,,,,,,,
_mats_023.txt,tk_mo7,mo7,6,100%,6:mo7,,,,,,,,,,,,,,,
_mats_006.txt,tk_mo7_02,mo7,3,75%,3:mo7,1:mo8,,,,,,,,,,,,,,
_mats_007.txt,tk_ryou1,ryou1,6,75%,6:ryou1,2:ryou2,,,,,,,,,,,,,,
_mats_005.txt,tk_ryou3_02,ryou3,1,100%,1:ryou3,,,,,,,,,,,,,,,
_mats_003.txt,tk_yo1,yo2,3,38%,3:yo2,3:yo1,2:yo3,,,,,,,,,,,,,
_mats_022.txt,tk_yo2,yo2,5,100%,5:yo2,,,,,,,,,,,,,,,
_mats_002.txt,torakku1,torakku1,1,100%,1:torakku1,,,,,,,,,,,,,,,
_mats_022.txt,torakku2,torakku2,7,58%,7:torakku2,4:kuruma1,1:kuruma2,,,,,,,,,,,,,
hima_001.txt,torishirabeshitu,bg_171,1,100%,1:bg_171,,,,,,,,,,,,,,,
_meak_012.txt,torishirabeshitu_01,NO_MATCH,0,0%,,,,,,,,,,,,,,,,
_mina_019.txt,tosyo1,tosyo1,14,78%,14:tosyo1,4:mati3,,,,,,,,,,,,,,
_mina_016.txt,tosyo1_01,mati3,3,60%,3:mati3,2:tosyo1,,,,,,,,,,,,,,
_kakera22.txt,tosyo2,tosyo2,5,29%,5:tosyo2,5:tosyo8,3:tosyo3,2:tosyo7,1:tosyo4,1:tosyo5,,,,,,,,,,
_mats_op.txt,xta1,ta1_tokyo,13,93%,13:ta1_tokyo,1:ta3,,,,,,,,,,,,,,
_mats_op.txt,xta2,ta2_tokyo,11,100%,11:ta2_tokyo,,,,,,,,,,,,,,,
_mats_op.txt,xta3,ta3,10,100%,10:ta3,,,,,,,,,,,,,,,
_kakera13.txt,y_damu2,y_damu2,3,100%,3:y_damu2,,,,,,,,,,,,,,,
_meak_022_2.txt,y_ie1,bg_242,1,100%,1:bg_242,,,,,,,,,,,,,,,
_mats_025.txt,y_kawa3,bg_247,5,56%,5:bg_247,2:y_kawa3,1:bg_246,1:y_kawa2,,,,,,,,,,,,
_kakera15.txt,y_oni1,oni2,1,33%,1:oni2,1:oni1,1:y_oni1,,,,,,,,,,,,,
tata_011_02.txt,y_oni1_01,bg_259,1,50%,1:bg_259,1:bg_260,,,,,,,,,,,,,,
_mina_ep.txt,yg2,yg2,1,100%,1:yg2,,,,,,,,,,,,,,,
_mina_ep.txt,ygk1,ygk1,1,100%,1:ygk1,,,,,,,,,,,,,,,
_mina_ep.txt,ygk3,ygk2,1,50%,1:ygk2,1:ygk3,,,,,,,,,,,,,,
_mats_014.txt,yhu2,yhu2,8,53%,8:yhu2,5:yhu1,2:hu1,,,,,,,,,,,,,
_mina_028.txt,ymo1,ymo1,7,78%,7:ymo1,1:mo1,1:m_hi14,,,,,,,,,,,,,
_mats_006.txt,ymo1_01,ymo1,2,67%,2:ymo1,1:mo1,,,,,,,,,,,,,,
_mats_002.txt,ymo2,ymo2,7,37%,7:ymo2,5:m_y2,4:m_y6,1:ymo3,1:m_y5,1:m_y3,,,,,,,,,,
_mats_006.txt,ymo2_01,mo2,3,50%,3:mo2,2:ymo2,1:m_y4,,,,,,,,,,,,,
_kakera49.txt,ymo3,ymo3,8,47%,8:ymo3,5:m_y3,2:mo3,1:m_y1,1:m_y6,,,,,,,,,,,
_mats_006.txt,ymo3_01,ymo3,10,62%,10:ymo3,3:ymo2,1:mo6,1:mo3,1:m_y2,,,,,,,,,,,
tata_012.txt,yugk3_01,gk3,1,50%,1:gk3,1:gk2,,,,,,,,,,,,,,
