ps3 sprite file, ps3 image, ryukishi best match, manual match, count of best match, confidence,all matches,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
saikoroshi03.txt,sprite/me1a_akuwarai_a1_,me_se_aw_a1,,32,42%,32:me_se_aw_a1,21:Me_AkuwaraiA1,5:Me_AkuwaraiA2,4:Me_akuwaraiA1,4:sprites/mion/me_akuwaraia1,3:me_se_aw_a2,1:me_se_wi_a2,1:si_si_aw_a1,1:ri_se_de_a1,1:me_AkuwaraiA2,1:Me_AkuwaraiB1,1:sprites/rika/ri_waraia1,1:sprites/rena/re_waraia1,,,,,,,
saikoroshi02_3.txt,sprite/me1a_def_a1_,me_se_de_a1,,49,37%,49:me_se_de_a1,30:Me_DefA1,20:Me_DefA2,16:me_se_de_a2,3:sprites/mion/me_defa2,2:re_se_de_a1,1:me_se_wi_a2,1:sa_se_aw_a1,1:sa_se_wa_a1,1:me_se_ma_b2,1:me_se_si_a1,1:Me_DefB1,1:Me_WinkA1,1:Me_DefB2,1:Me_defA1,1:Me_MajimeA1,1:Re_OkoruB1,1:sprites/mion/me_defa1,1:sprites/mion/me_tohohoa1,1:sprites/rena/re_komarua1
_tsum_022.txt,sprite/me1a_hau_a1_,me_se_ha_a1,,2,67%,2:me_se_ha_a1,1:Me_HauA1,,,,,,,,,,,,,,,,,,
tata_012.txt,sprite/me1a_hig_maji_a1_,me_se_him_a1,,1,50%,1:me_se_him_a1,1:me_se_to_b2,,,,,,,,,,,,,,,,,,
batsukoishi01.txt,sprite/me1a_huteki_a1_,me_se_fu_a1,,9,43%,9:me_se_fu_a1,7:Me_HutekiA1,2:me_se_fu_a2,1:re_se_de_a1,1:me_se_wi_a1,1:Me_AkuwaraiA1,,,,,,,,,,,,,,
_mina_013.txt,sprite/me1a_ikari_a1_,me_se_ik_a2,,3,38%,3:me_se_ik_a2,2:me_se_ik_a1,1:me_se_bi_a1,1:Me_IkariA1,1:Me_IkariA2,,,,,,,,,,,,,,,
saikoroshi02_3.txt,sprite/me1a_majime_a1_,Me_MajimeA2,,15,25%,15:Me_MajimeA2,12:Me_MajimeA1,9:me_se_ma_a1,6:me_se_ma_a2,5:Me_majimeA1,3:Me_MajimeB2,3:Me_majimeA2,2:me_se_de_a1,1:me_se_bi_a1,1:me_se_ma_b1,1:re_se_de_a1,1:Me_majimeB2,1:Me_MajimeB1,1:sprites/rena/re_komarua1,,,,,,
saikoroshi02_2.txt,sprite/me1a_odoroki_a1_,Me_OdorokiA1,,11,33%,11:Me_OdorokiA1,9:me_se_bi_a1,4:me_se_bi_a2,3:Me_OdorokiA2,1:me_se_th_a2,1:me_se_ha_b1,1:ti_si_ik_a1,1:Me_OdorokiB1,1:sprites/hanyu/ha_aua1,1:sprites/mion/me_odorokia2,,,,,,,,,,
_mats_013.txt,sprite/me1a_sinmyou_a1_,me_se_si_a2,,2,22%,2:me_se_si_a2,2:Me_SinmyouA1,1:me_se_si_a1,1:me_se_de_b1,1:me_se_de_a1,1:me_se_si_b1,1:Me_SinmyouA2,,,,,,,,,,,,,
saikoroshi02_3.txt,sprite/me1a_tohoho_a1_,Me_TohohoA1,,28,40%,28:Me_TohohoA1,17:me_se_th_a1,9:me_se_th_a2,4:sprites/mion/me_tohohoa1,3:Me_tohohoA1,2:ri_se_de_a1,2:Me_TohohoA2,1:oi_si_wa_a1,1:ti_si_ik_a1,1:Me_WinkA2,1:sprites/mion/me_akuwaraib1,1:sprites/mion/me_akuwaraia1,,,,,,,,
saikoroshi02_3.txt,sprite/me1a_tokui_a1_,Me_TokuiA1,,31,52%,31:Me_TokuiA1,16:me_se_to_a1,3:me_se_to_a2,2:Me_TokuiA2,2:sprites/mion/me_akuwaraia1,1:oi_si_wa_a1,1:si_si_wa_b1,1:me_se_ma_a1,1:Me_tokuiA1,1:Me_tokuiA2,1:sprites/mion/me_tokuia2,,,,,,,,,
saikoroshi02_3.txt,sprite/me1a_warai_a1_,Me_WaraiA1,,39,43%,39:Me_WaraiA1,31:me_se_wa_a1,11:me_se_wa_a2,3:Me_waraiA1,1:oi_si_wa_a1,1:me_se_ik_a2,1:Me_WAraiA2,1:Me_WaraiA2,1:Re_WaraiA1,1:sprites/mion/me_waraia1,,,,,,,,,,
saikoroshi01.txt,sprite/me1a_wink_a1_,me_se_wi_a1,,46,32%,46:me_se_wi_a1,42:me_se_wi_a2,36:Me_WinkA1,13:Me_WinkA2,2:sprites/mion/me_winka2,1:sa_se_aw_a1,1:Me_winkA1,1:me_WinkA1,1:me_WinkA2,1:sprites/mion/me_winka1,1:sprites/mion/me_akuwaraia1,1:sprites/mion/me_winkb1,,,,,,,,
_mina_016.txt,sprite/me1a_yowaki_a1_,Me_YowakiA1,,12,35%,12:Me_YowakiA1,8:me_se_yw_a1,3:me_se_yw_a2,1:me_se_th_a2,1:me_se_th_a1,1:me_se_th_b2,1:me_se_de_a1,1:me_se_si_b2,1:me_se_ma_a2,1:me_se_ma_a1,1:Me_YowakiB1,1:Me_YowakiA2,1:Me_TohohoA1,1:Me_YowakiB2,,,,,,
saikoroshi01.txt,sprite/me1b_akuwarai_a1_,Me_AkuwaraiB1,,16,30%,16:Me_AkuwaraiB1,11:me_se_aw_b2,11:me_se_aw_b1,6:Me_AkuwaraiB2,3:sprites/mion/me_akuwaraib1,1:me_se_th_a2,1:me_se_aw_a1,1:me_AkuwaraiB1,1:Me_akuwaraiB2,1:Me_AkuwaraiA2,1:Me_AKuwaraiB1,,,,,,,,,
saikoroshi02_3.txt,sprite/me1b_def_a1_,Me_DefB2,,16,28%,16:Me_DefB2,14:me_se_de_b2,13:me_se_de_b1,12:Me_DefB1,1:ta_si_aw_a1,1:Me_defB2,1:Re_DefB1,,,,,,,,,,,,,
_tsum_022.txt,sprite/me1b_hau_a1_,Me_HauB1,,2,100%,2:Me_HauB1,,,,,,,,,,,,,,,,,,,
_mats_016.txt,sprite/me1b_huteki_a1_,me_se_fu_b2,,5,45%,5:me_se_fu_b2,3:me_se_fu_b1,1:me_se_aw_a2,1:me_se_aw_a1,1:Si_AkuwaraiA1,,,,,,,,,,,,,,,
_mina_013.txt,sprite/me1b_ikari_a1_,me_se_fu_b2,,1,20%,1:me_se_fu_b2,1:me_se_aw_a1,1:me_se_ik_b1,1:me_se_ik_b2,1:Me_IkariB2,,,,,,,,,,,,,,,
saikoroshi02_3.txt,sprite/me1b_majime_a1_,Me_MajimeB2,,12,28%,12:Me_MajimeB2,10:me_se_ma_b2,8:me_se_ma_b1,6:Me_MajimeB1,2:Me_majimeB2,1:Me_majimeB1,1:Me_IkariB1,1:sprites/mion/me_majimeb2,1:sprites/mion/me_tohohoa1,1:sprites/rena/re_komarua1,,,,,,,,,,
hirukowashi02_3.txt,sprite/me1b_odoroki_a1_,Me_OdorokiB1,,8,24%,8:Me_OdorokiB1,6:me_se_bi_b2,6:me_se_bi_b1,6:Me_OdorokiB2,1:me_se_wi_b2,1:si_si_aw_a1,1:ri_se_de_a1,1:me_se_ik_a2,1:re_se_ik_b1,1:sprites/mion/me_odorokib2,1:sprites/mion/me_odorokib1,,,,,,,,,
_mats_016.txt,sprite/me1b_sinmyou_a1_,me_se_si_b2,,2,40%,2:me_se_si_b2,1:me_se_si_b1,1:Me_SinmyouB2,1:Me_AkuwaraiB2,,,,,,,,,,,,,,,,
omake.txt,sprite/me1b_tohoho_a1_,me_se_th_b1,,9,30%,9:me_se_th_b1,6:Me_TohohoB1,4:me_se_th_b2,4:Me_TohohoB2,2:Me_tohohoB1,2:Me_tohohoB2,1:si_si_wa_b1,1:re_se_ik_b1,1:me_TohohoB2,,,,,,,,,,,
saikoroshi01.txt,sprite/me1b_tokui_a1_,Me_TokuiB1,,7,27%,7:Me_TokuiB1,6:me_se_to_b2,6:Me_TokuiB2,4:me_se_to_b1,2:sprites/mion/me_tokuib1,1:sprites/mion/me_tokuib2,,,,,,,,,,,,,,
saikoroshi02_3.txt,sprite/me1b_warai_a1_,Me_WaraiB1,,11,27%,11:Me_WaraiB1,10:me_se_wa_b1,7:me_se_wa_b2,6:Me_WaraiB2,1:re_se_wa_a1,1:si_si_wa_b1,1:me_se_ik_a2,1:Me_AkuwaraiB1,1:Me_waraiB1,1:Me_waraiB2,1:sprites/mion/me_tohohoa1,,,,,,,,,
saikoroshi02_3.txt,sprite/me1b_wink_a1_,me_se_wi_b2,,23,27%,23:me_se_wi_b2,23:Me_WinkB2,17:me_se_wi_b1,9:Me_WinkB1,3:me_se_wi_a1,2:sprites/mion/me_winkb2,1:re_se_wa_a1,1:ir_si_wa_a1,1:si_si_aw_a1,1:Me_winkB1,1:Me_WinkA2,1:sprites/satosi/sato_komaru2,1:sprites/mion/me_winkb1,1:sprites/mion/me_tohohoa1,,,,,,
_mina_016.txt,sprite/me1b_yowaki_a1_,me_se_yw_b2,,4,33%,4:me_se_yw_b2,2:me_se_yw_b1,2:Me_YowakiB2,2:Me_YowakiB1,1:Me_yowakiB1,1:Me_YowakiA1,,,,,,,,,,,,,,
saikoroshi00.txt,sprite/me2_akuwarai_a1_,Me_AkuwaraiA1#,,23,42%,23:Me_AkuwaraiA1#,10:me_si_aw_a1,9:Me_AkuwaraiA2#,8:me_si_aw_a2,1:me_si_fu_a2,1:me_si_de_a1,1:Me_AkuwaraiA1,1:Me_akuwaraiA1#,1:sprites/mion/sifuku/me_akuwaraia1,,,,,,,,,,,
saikoroshi04.txt,sprite/me2_def_a1_,me_si_de_a1,,43,45%,43:me_si_de_a1,25:me_si_de_a2,16:Me_DefA1#,4:Me_DefA2#,2:Me_DefB2,2:sprites/mion/sifuku/me_defa1,1:me_si_si_a1,1:me_si_si_a2,1:Kei_Def1#,,,,,,,,,,,
_mina_020.txt,sprite/me2_hau_a1_,Me_HauA1#,,5,62%,5:Me_HauA1#,2:me_si_ha_a1,1:me_si_si_a2,,,,,,,,,,,,,,,,,
_meak_017.txt,sprite/me2_hig_maji_a1_,me_si_him_a1,,1,20%,1:me_si_him_a1,1:me_se_him_a1,1:me_si_him_a2,1:me_si_to_a2,1:Me_Hi_majiA2#,,,,,,,,,,,,,,,
hirukowashi03.txt,sprite/me2_huteki_a1_,Me_HutekiA1#,,11,37%,11:Me_HutekiA1#,8:me_si_fu_a1,6:me_si_fu_a2,2:sprites/mion/sifuku/me_hutekia1,1:me_si_th_a2,1:me_si_aw_a1,1:me_si_si_a2,,,,,,,,,,,,,
_mats_024.txt,sprite/me2_ikari_a1_,Me_IkariA1#,,3,27%,3:Me_IkariA1#,2:me_si_ik_a1,1:me_si_th_a1,1:me_si_ik_a2,1:me_si_th_a2,1:me_si_ma_a1,1:Me_TohohoA1#,1:Me_OdorokiA1#,,,,,,,,,,,,
hirukowashi03.txt,sprite/me2_majime_a1_,me_si_ma_a1,,19,28%,19:me_si_ma_a1,12:me_si_ma_a2,12:Me_MajimeA1#,7:Me_MajimeA2#,4:Me_majimeA2#,3:me_si_de_a2,3:Me_MajimeA2,2:Me_MajimeA1,2:sprites/mion/sifuku/me_majimea2,1:Me_SinmyouA1#,1:Kei_Nayamu#,1:Me_majimeA1#,1:Oko_Ikari#,1:Me_OdorokiA1#,,,,,,
hirukowashi03.txt,sprite/me2_odoroki_a1_,Me_OdorokiA1#,,17,31%,17:Me_OdorokiA1#,11:me_si_bi_a2,10:Me_OdorokiA2#,9:me_si_bi_a1,3:Me_OdorokiA1,2:me_si_th_a2,1:me_si_th_a1,1:Me_OdorokiA2,1:Me_odorokiA1#,,,,,,,,,,,
_mina_004.txt,sprite/me2_sinmyou_a1_,me_si_si_a1,,23,70%,23:me_si_si_a1,5:Me_SinmyouA1#,4:me_si_si_a2,1:Me_SinmyouA2#,,,,,,,,,,,,,,,,
hirukowashi04.txt,sprite/me2_tohoho_a1_,Me_TohohoA1#,,17,31%,17:Me_TohohoA1#,11:me_si_th_a1,10:me_si_th_a2,6:Me_TohohoA2#,4:Me_TohohoA1,1:me_si_de_a1,1:me_TohohoA1#,1:no_data,1:Me_tohohoA1#,1:Me_tohohoA2#,1:sprites/mion/sifuku/me_tohohoa1,1:sprites/mion/me_tohohob1,,,,,,,,
saikoroshi04.txt,sprite/me2_tokui_a1_,me_si_to_a1,,11,34%,11:me_si_to_a1,9:me_si_to_a2,8:Me_TokuiA1#,1:Me_TokuiA1,1:Me_TokuiA2#,1:sprites/mion/sifuku/me_tokuia1,1:sprites/mion/sifuku/me_tokuia2,,,,,,,,,,,,,
saikoroshi04.txt,sprite/me2_warai_a1_,me_si_wa_a1,,28,40%,28:me_si_wa_a1,17:me_si_wa_a2,12:Me_WaraiA1#,8:Me_WaraiA2#,1:sa_si_aw_a1,1:Me_waraiA1#,1:Me_OdorokiA1#,1:Me_WaraiA1,1:sprites/mion/sifuku/me_waraia1,,,,,,,,,,,
hirukowashi04.txt,sprite/me2_wink_a1_,me_si_wi_a2,,40,36%,40:me_si_wi_a2,31:me_si_wi_a1,20:Me_WinkA2#,13:Me_WinkA1#,2:sprites/mion/sifuku/me_winka2,1:Me_WinkB1,1:Me_WinkA1,1:Me_winkA2#,1:sprites/mion/sifuku/me_winka1,1:sprites/mion/me_winka1,,,,,,,,,,
_mina_019.txt,sprite/me2_yowaki_a1_,Me_YowakiA1#,,5,38%,5:Me_YowakiA1#,3:me_si_yw_a1,1:me_si_bi_a2,1:me_si_th_a1,1:me_si_yw_a2,1:Me_SinmyouA2#,1:Me_YowakiA1,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_akuwarai_a1_,Me_AkuwaraiA1&,,4,40%,4:Me_AkuwaraiA1&,3:me_ta_aw_a2,2:me_ta_aw_a1,1:Me_AkuwaraiA2&,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_def_a1_,me_ta_de_a1,,6,75%,6:me_ta_de_a1,1:me_ta_de_a2,1:Me_DefA1&,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_huteki_a1_,me_ta_fu_a2,,1,33%,1:me_ta_fu_a2,1:me_ta_fu_a1,1:Me_HutekiA1&,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_ikari_a1_,Me_IkariA2&,,1,100%,1:Me_IkariA2&,,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_majime_a1_,Me_MajimeA1&,,1,50%,1:Me_MajimeA1&,1:Me_MajimeA2&,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_odoroki_a1_,Me_OdorokiA1&,,5,100%,5:Me_OdorokiA1&,,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_tohoho_a1_,me_ta_th_a1,,2,40%,2:me_ta_th_a1,2:Me_TohohoA2&,1:Me_TohohoA1&,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_tokui_a1_,Me_TokuiA1&,,5,56%,5:Me_TokuiA1&,2:me_ta_to_a2,1:me_ta_to_a1,1:Me_TokuiA2&,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_warai_a1_,me_ta_wa_a2,,5,56%,5:me_ta_wa_a2,3:Me_WaraiA1&,1:Me_WaraiA2&,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/me3_wink_a1_,me_ta_wi_a1,,4,50%,4:me_ta_wi_a1,3:Me_WinkA2&,1:Me_WinkA1&,,,,,,,,,,,,,,,,,
onik_005.txt,sprite/me4_akuwarai_a1_,me_mi_aw_a1,,3,100%,3:me_mi_aw_a1,,,,,,,,,,,,,,,,,,,
onik_005.txt,sprite/me4_huteki_a1_,me_mi_fu_a2,,1,100%,1:me_mi_fu_a2,,,,,,,,,,,,,,,,,,,
batsukoishi01.txt,sprite/me4_tohoho_a1_,sprites/mion/s_mizugi/me_tohohoa1,,1,100%,1:sprites/mion/s_mizugi/me_tohohoa1,,,,,,,,,,,,,,,,,,,
onik_005.txt,sprite/me4_wink_a1_,me_mi_wi_a1,,1,50%,1:me_mi_wi_a1,1:me_mi_wi_a2,,,,,,,,,,,,,,,,,,
_tsum_003_3.txt,sprite/me5_akuwarai_a1_,Me_AkuwaraiA1$,,2,67%,2:Me_AkuwaraiA1$,1:Me_AkuwaraiA2$,,,,,,,,,,,,,,,,,,
_tsum_003_3.txt,sprite/me5_def_a1_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_tsum_003_3.txt,sprite/me5_huteki_a1_,Me_HutekiA1$,,1,100%,1:Me_HutekiA1$,,,,,,,,,,,,,,,,,,,
_tsum_003_3.txt,sprite/me5_tohoho_a1_,Me_TohohoA1$,,4,80%,4:Me_TohohoA1$,1:Me_TohohoA2$,,,,,,,,,,,,,,,,,,
_tsum_003_3.txt,sprite/me5_warai_a1_,Me_WaraiA1$,,2,67%,2:Me_WaraiA1$,1:Me_WAraiA2$,,,,,,,,,,,,,,,,,,
_tsum_003_4.txt,sprite/me5_wink_a1_,Me_WinkA1$,,4,57%,4:Me_WinkA1$,3:Me_WinkA2$,,,,,,,,,,,,,,,,,,
_kakera52.txt,sprite/miyo1_def_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_kakera52.txt,sprite/miyo1_komari_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_kakera52.txt,sprite/miyo1_majime_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_kakera52.txt,sprite/miyo1_warai_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_mats_006.txt,sprite/miyo3_def_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_mats_006.txt,sprite/miyo3_komari_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
hima_004.txt,sprite/miyuki_def_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
hima_004.txt,sprite/miyuki_hatena_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
hima_004.txt,sprite/miyuki_huan_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
hima_004.txt,sprite/miyuki_kanashimi_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
hima_004.txt,sprite/miyuki_neboke_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_mats_025.txt,sprite/miyuki_warai_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
hirukowashi03.txt,sprite/oisi1_1_,Oisi1,,126,57%,126:Oisi1,84:oi_si_de_a1,4:Oisi5,2:oi_si_wa_a1,2:Oisi4,1:me_se_wi_a1,1:si_si_wa_b1,1:Iri_majime#,1:Oisi2,,,,,,,,,,,
hirukowashi03.txt,sprite/oisi1_2_,Oisi2,,138,58%,138:Oisi2,90:oi_si_wa_a1,2:ri_se_de_a1,2:sprites/sonota/oisi2,1:si_si_wa_b1,1:si_si_wi_a1,1:no_data,1:Oisi4,1:sprites/keiiti/sifuku/kei_warai,1:sprites/sion/sifuku/si_waraib1,,,,,,,,,,
hirukowashi03.txt,sprite/oisi1_3_,Oisi3,,15,75%,15:Oisi3,3:oi_si_ma_a1,1:Oisi2,1:sprites/sonota/oisi3,,,,,,,,,,,,,,,,
omake.txt,sprite/oisi1_4_,Oisi4,,112,80%,112:Oisi4,23:oi_si_de_a2,2:Oisi5,2:sprites/sonota/oisi4,1:sprites/keiiti/sifuku/kei_warai,,,,,,,,,,,,,,,
hirukowashi03.txt,sprite/oisi1_5_,Oisi5,,20,40%,20:Oisi5,13:oi_si_aw_a1,10:Oisi3,2:Oisi4,1:oi_si_wa_a1,1:oi_si_de_a1,1:no_data,1:Oisi1,1:sprites/sonota/oisi2,,,,,,,,,,,
staffroom.txt,sprite/oisi2_10_,sprites/sonota/ohisi10,,4,100%,4:sprites/sonota/ohisi10,,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/oisi2_6_,oi_yk_de_a1,,15,88%,15:oi_yk_de_a1,2:sprites/sonota/oisi6,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/oisi2_7_,oi_yk_wa_a1,,7,50%,7:oi_yk_wa_a1,7:sprites/sonota/oisi7,,,,,,,,,,,,,,,,,,
hima_004.txt,sprite/oisi2_8_,oi_yk_de_a1,,1,50%,1:oi_yk_de_a1,1:oi_yk_ma_a1,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/oisi2_9_,oi_yk_de_a2,,10,77%,10:oi_yk_de_a2,3:sprites/sonota/oisi9,,,,,,,,,,,,,,,,,,
_meak_015_1.txt,sprite/oka1_def_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_mina_013.txt,sprite/oka1_odoroki_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_mina_015_1.txt,sprite/oka1_shinken_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_tsum_003_2.txt,sprite/oka1_tere_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_mina_003_1.txt,sprite/oka1_warai_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/oka2_odoroki_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/oka2_shinken_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/oka2_warai_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/oko3_def_,sprites/okonogi/oko_def,,3,100%,3:sprites/okonogi/oko_def,,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/oko3_kumon_,sprites/okonogi/oko_akuwarai,,2,100%,2:sprites/okonogi/oko_akuwarai,,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/oko3_niyari_,sprites/okonogi/oko_warai,,8,100%,8:sprites/okonogi/oko_warai,,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/oko3_odoroki_,sprites/okonogi/oko_def2,,1,100%,1:sprites/okonogi/oko_def2,,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/oko3_sakebi_,sprites/okonogi/oko_ikari,,1,100%,1:sprites/okonogi/oko_ikari,,,,,,,,,,,,,,,,,,,
_mats_024.txt,sprite/oko_def_,Oko_Def#,,14,42%,14:Oko_Def#,7:Oko_Warai#,4:Oko_Akuwarai#,3:Oko_Def2#,1:Ta_Def#,1:Oko_Def,1:no_data,1:Oko_AkuWarai#,1:oko_Warai#,,,,,,,,,,,
_mats_024.txt,sprite/oko_kumon_,Oko_Def2#,,1,33%,1:Oko_Def2#,1:Oko_Akuwarai#,1:Oko_Warai#,,,,,,,,,,,,,,,,,
omake.txt,sprite/oko_niyari_,Oko_Akuwarai#,,5,45%,5:Oko_Akuwarai#,4:Oko_Warai#,1:oko_Akuwarai#,1:sprites/okonogi/sifuku/oko_warai,,,,,,,,,,,,,,,,
_mats_024.txt,sprite/oko_odoroki_,Oko_Def#,,6,55%,6:Oko_Def#,3:Oko_Akuwarai#,1:Oko_Def2#,1:oko_Def2#,,,,,,,,,,,,,,,,
_mats_024.txt,sprite/oko_sakebi_,Oko_Ikari#,,8,67%,8:Oko_Ikari#,3:Oko_Akuwarai#,1:Oko_Def#,,,,,,,,,,,,,,,,,
_mats_017.txt,sprite/oryou_def_,no_data,,1,100%,1:no_data,,,,,,,,,,,,,,,,,,,
_mina_018.txt,sprite/oryou_sakebi_,no_data,,1,100%,1:no_data,,,,,,,,,,,,,,,,,,,
_mina_018.txt,sprite/oryou_shinken_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
_mats_017.txt,sprite/oryou_warai_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
saikoroshi02_3.txt,sprite/re1a_bikkuri_a1_,re_se_bi_a1,,19,46%,19:re_se_bi_a1,10:Re_BikkuriA1,6:sprites/rena/re_bikkuria1,1:re_se_bi_b1,1:sa_se_aw_a1,1:re_se_ko_a1,1:Re_BikkuriB1,1:Kei_Komaru,1:sprites/rena/re_waraia1,,,,,,,,,,,
saikoroshi03.txt,sprite/re1a_def_a1_,re_se_de_a1,,128,60%,128:re_se_de_a1,57:Re_DefA1,6:sprites/rena/re_defa1,3:sprites/mion/me_tohohoa1,2:si_si_wi_a1,2:me_se_de_a1,2:re_se_de_b1,1:tm_si_de_a1,1:re_se_wa_b1,1:ri_se_de_a1,1:si_si_fu_a1,1:Re_KomaruA1,1:Re_DefB1,1:Kei_majime2,1:Re_defA1,1:Re_WaraiA1,1:Me_WaraiA1,1:sprites/rena/re_bikkuria1,1:sprites/satosi/sato_komaru2,
omake.txt,sprite/re1a_hau_a1_,re_se_ha_a1,,36,58%,36:re_se_ha_a1,16:Re_HauA1,6:sprites/rena/re_haua1,1:si_si_wa_a1,1:re_se_wa_a1,1:sprites/hanyu/ha_aua1,1:sprites/rena/re_waraib1,,,,,,,,,,,,,
tata_012.txt,sprite/re1a_hig_def_a1_,re_se_hi_a1,,6,86%,6:re_se_hi_a1,1:re_se_hi_b1,,,,,,,,,,,,,,,,,,
onik_015.txt,sprite/re1a_hig_muhyou_a1_,re_se_him_a1,,2,100%,2:re_se_him_a1,,,,,,,,,,,,,,,,,,,
_mina_013.txt,sprite/re1a_hig_okoru_a1_,re_se_hii_a1,,1,50%,1:re_se_hii_a1,1:Re_Hi_OkoruA1,,,,,,,,,,,,,,,,,,
hirukowashi02_2.txt,sprite/re1a_kaii_a1_,re_se_ka_a1,,7,54%,7:re_se_ka_a1,2:Re_KaiiA1,2:sprites/rena/re_kaiia1,1:sprites/satoko/sa_odorokib2,1:sprites/rena/re_bikkuria1,,,,,,,,,,,,,,,
saikoroshi02_3.txt,sprite/re1a_komaru_a1_,re_se_ko_a1,,38,44%,38:re_se_ko_a1,34:Re_KomaruA1,6:sprites/rena/re_komarua1,2:re_se_de_a1,1:oi_si_wa_a1,1:si_si_aw_a1,1:me_se_bi_a1,1:si_si_fu_a1,1:Re_KomaruB1,1:Re_DefA1,1:sprites/mion/me_akuwaraia1,,,,,,,,,
saikoroshi02_3.txt,sprite/re1a_komaru_a2_,re_se_ko_a2,,12,39%,12:re_se_ko_a2,8:re_se_ko_a1,3:re_se_de_a1,2:re_se_wa_b1,1:re_se_ha_a1,1:re_se_ko_b1,1:Re_BikkuriB1,1:Re_KomaruA1,1:Re_KomaruB1,1:Re_KomaruA2,,,,,,,,,,
saikoroshi02_3.txt,sprite/re1a_nande_a1_,re_se_na_a1,,67,62%,67:re_se_na_a1,19:Re_NandeA1,5:re_se_de_a1,5:sprites/rena/re_nandea1,2:re_se_de_b1,2:Re_DefB1,1:re_si_na_a1,1:ta_si_aw_a1,1:re_se_wa_b1,1:re_se_wa_a1,1:si_si_aw_a1,1:me_se_ik_a2,1:sprites/rena/re_waraia1,1:sprites/mion/me_tohohoa1,,,,,,
hirukowashi02_3.txt,sprite/re1a_okoru_a1_,Re_OkoruA1,,19,56%,19:Re_OkoruA1,5:re_se_ik_a1,3:re_se_de_a1,2:re_se_ko_a1,1:re_se_wa_a1,1:re_se_na_a1,1:re_se_ik_b1,1:Re_DefB1,1:sprites/rena/re_okorua1,,,,,,,,,,,
saikoroshi02_3.txt,sprite/re1a_warai_a1_,re_se_wa_a1,,113,62%,113:re_se_wa_a1,42:Re_WaraiA1,10:sprites/rena/re_waraia1,3:Re_waraiA1,2:si_si_aw_a1,2:re_se_ik_b1,2:sprites/mion/me_tohohoa1,1:re_se_de_a1,1:ir_si_wa_a1,1:si_si_wi_a1,1:me_se_bi_a1,1:me_se_ik_a2,1:re_se_ko_a1,1:Re_WaraiB1,1:sprites/hanyu/ha_aua1,,,,,
hirukowashi04.txt,sprite/re1b_bikkuri_b1_,re_se_bi_b1,,30,60%,30:re_se_bi_b1,15:Re_BikkuriB1,4:sprites/rena/re_bikkurib1,1:me_se_ik_a2,,,,,,,,,,,,,,,,
